orden	loc	area	mhab1	mhab2	point	name	ox	oy	x	y	species	code	year	n	densm2
57127	IN	OLD	B	B	39	INB39	73,62	178,24	273,62	478,24	Rsax	seed	1997-98	1	6,02
57128	IN	OLD	B	B	40	INB40	71,65	187,86	271,65	487,86	Rsax	seed	1997-98	0	0,00
57129	IN	OLD	B	B	74	INB74	56,62	135,9	256,62	435,90	Rsax	seed	1997-98	0	0,00
57130	IN	OLD	B	B	75	INB75	-3,63	31,14	196,37	331,14	Rsax	seed	1997-98	1	6,02
57131	IN	OLD	B	B	76	INB76	-8	27,42	192,00	327,42	Rsax	seed	1997-98	3	18,07
57132	IN	OLD	B	B	77	INB77	-9,43	25,42	190,57	325,42	Rsax	seed	1997-98	1	6,02
57133	IN	OLD	B	B	78	INB78	-31,48	11,46	168,52	311,46	Rsax	seed	1997-98	1	6,02
57134	IN	OLD	B	B	79	INB79	-65,18	3,9	134,82	303,90	Rsax	seed	1997-98	0	0,00
57135	IN	OLD	B	B	80	INB80	-65,44	-2,52	134,56	297,48	Rsax	seed	1997-98	0	0,00
57136	IN	OLD	N	N	1	INN1	-2,17	164,39	197,83	464,39	Qfag	seed	1997-98	2	12,05
57137	IN	OLD	N	N	2	INN2	-7,71	161,39	192,29	461,39	Agra	seed	1997-98	1	6,02
57138	IN	OLD	N	N	3	INN3	-31,77	151,62	168,23	451,62	Qfag	seed	1997-98	1	6,02
57139	IN	OLD	N	N	4	INN4	-42,25	150,67	157,75	450,67	Qfag	seed	1997-98	5	30,12
57140	IN	OLD	N	N	5	INN5	-49,72	172,18	150,28	472,18	Qfag	seed	1997-98	0	0,00
57141	IN	OLD	N	N	6	INN6	-68,29	181,17	131,71	481,17	Qfag	seed	1997-98	0	0,00
57142	IN	OLD	N	N	7	INN7	-71,28	178,03	128,72	478,03	Agra	seed	1997-98	0	0,00
57143	IN	OLD	N	N	8	INN8	-78,58	165,69	121,42	465,69	Qfag	seed	1997-98	0	0,00
57144	IN	OLD	N	N	9	INN9	-84,66	168,52	115,34	468,52	Qfag	seed	1997-98	0	0,00
57145	IN	OLD	N	N	10	INN10	-106,28	208,78	93,72	508,78	Qfag	seed	1997-98	0	0,00
57146	IN	OLD	N	N	11	INN11	-107,15	198,92	92,85	498,92	Qfag	seed	1997-98	0	0,00
57147	IN	OLD	N	N	12	INN12	-93,58	186,79	106,42	486,79	Qfag	seed	1997-98	0	0,00
57148	IN	OLD	N	N	13	INN13	-121,25	172,12	78,75	472,12	Qfag	seed	1997-98	0	0,00
57149	IN	OLD	N	N	14	INN14	-134,6	151,35	65,40	451,35	Qfag	seed	1997-98	0	0,00
57150	IN	OLD	N	N	15	INN15	-138,48	144,65	61,52	444,65	Qile	seed	1997-98	0	0,00
57151	IN	OLD	N	N	16	INN16	-140,12	132,79	59,88	432,79	Qfag	seed	1997-98	1	6,02
57152	IN	OLD	N	N	17	INN17	-104,72	111,81	95,28	411,81	Agra	seed	1997-98	0	0,00
57153	IN	OLD	N	N	18	INN18	-97,2	114,55	102,80	414,55	Qile	seed	1997-98	0	0,00
57154	IN	OLD	N	N	19	INN19	-88,08	105,43	111,92	405,43	Agra	seed	1997-98	0	0,00
57155	IN	OLD	N	N	20	INN20	-83,76	113,37	116,24	413,37	Agra	seed	1997-98	0	0,00
57156	IN	OLD	N	N	21	INN21	-54,37	108,25	145,63	408,25	Agra	seed	1997-98	0	0,00
57157	IN	OLD	N	N	22	INN22	-53,81	123,63	146,19	423,63	Qile	seed	1997-98	1	6,02
57158	IN	OLD	N	N	23	INN23	-26,62	132,57	173,38	432,57	Qfag	seed	1997-98	0	0,00
57159	IN	OLD	N	N	24	INN24	-20,34	127,3	179,66	427,30	Agra	seed	1997-98	1	6,02
57160	IN	OLD	N	N	25	INN25	-25,33	136,27	174,67	436,27	Qfag	seed	1997-98	1	6,02
57161	IN	OLD	N	N	26	INN26	56,18	190,25	256,18	490,25	Agra	seed	1997-98	2	12,05
57162	IN	OLD	N	N	27	INN27	51,42	126,31	251,42	426,31	Qile	seed	1997-98	1	6,02
57163	IN	OLD	N	N	28	INN28	37,62	91,38	237,62	391,38	Qfag	seed	1997-98	2	12,05
57164	IN	OLD	N	N	29	INN29	6,44	33,83	206,44	333,83	Qfag	seed	1997-98	3	18,07
57165	IN	OLD	N	N	30	INN30	-45,28	-11,54	154,72	288,46	Qile	seed	1997-98	0	0,00
57166	IN	OLD	N	N	31	INN31	-42,78	-4,68	157,22	295,32	Qile	seed	1997-98	2	12,05
57167	IN	OLD	N	N	32	INN32	-57,94	-8,74	142,06	291,26	Qile	seed	1997-98	0	0,00
57168	IN	OLD	N	N	33	INN33	-55,38	-1,7	144,62	298,30	Qile	seed	1997-98	1	6,02
57169	IN	OLD	N	N	34	INN34	-52,5	-16,53	147,50	283,47	Qfag	seed	1997-98	0	0,00
57170	IN	OLD	N	N	35	INN35	-69,11	-5,28	130,89	294,72	Qile	seed	1997-98	4	24,10
57171	IN	OLD	N	N	36	INN36	-65,88	-0,88	134,12	299,12	Qile	seed	1997-98	4	24,10
57172	IN	OLD	N	N	37	INN37	-62,19	31,82	137,81	331,82	Agra	seed	1997-98	0	0,00
57173	IN	OLD	N	N	38	INN38	-81,78	28,78	118,22	328,78	Agra	seed	1997-98	0	0,00
57174	IN	OLD	N	N	39	INN39	-93,11	24,2	106,89	324,20	Qile	seed	1997-98	0	0,00
57175	IN	OLD	N	N	40	INN40	-74,09	42,25	125,91	342,25	Qile	seed	1997-98	0	0,00
57176	IN	OLD	N	N	41	INN41	11,99	227,92	211,99	527,92	Qfag	seed	1997-98	0	0,00
57177	IN	OLD	N	N	42	INN42	30,2	198,35	230,20	498,35	Agra	seed	1997-98	1	6,02
57178	IN	OLD	N	N	43	INN43	43,25	195,48	243,25	495,48	Agra	seed	1997-98	0	0,00
57179	IN	OLD	N	N	44	INN44	52,95	187,9	252,95	487,90	Agra	seed	1997-98	0	0,00
57180	IN	OLD	N	N	45	INN45	52,6	190,39	252,60	490,39	Agra	seed	1997-98	0	0,00
57181	IN	OLD	N	N	46	INN46	0,89	162,85	200,89	462,85	Qfag	seed	1997-98	0	0,00
57182	IN	OLD	N	N	47	INN47	-8,53	161,06	191,47	461,06	Agra	seed	1997-98	2	12,05
57183	IN	OLD	N	N	48	INN48	-31,5	148,83	168,50	448,83	Qfag	seed	1997-98	0	0,00
57184	IN	OLD	N	N	49	INN49	-41,96	147,91	158,04	447,91	Qfag	seed	1997-98	1	6,02
57185	IN	OLD	N	N	50	INN50	-52,76	106,33	147,24	406,33	Agra	seed	1997-98	0	0,00
57186	IN	OLD	N	N	51	INN51	-52,18	110,15	147,82	410,15	Agra	seed	1997-98	0	0,00
57187	IN	OLD	N	N	52	INN52	-52,12	111,88	147,88	411,88	Agra	seed	1997-98	0	0,00
57188	IN	OLD	N	N	53	INN53	-77,2	103	122,80	403,00	Qfag	seed	1997-98	0	0,00
57189	IN	OLD	N	N	54	INN54	-85,08	110,14	114,92	410,14	Agra	seed	1997-98	0	0,00
57190	IN	OLD	N	N	55	INN55	-101,46	111,57	98,54	411,57	Agra	seed	1997-98	1	6,02
57191	IN	OLD	N	N	56	INN56	-143,03	135,24	56,97	435,24	Qfag	seed	1997-98	0	0,00
57192	IN	OLD	N	N	57	INN57	-170,76	117,99	29,24	417,99	Qfag	seed	1997-98	0	0,00
57193	IN	OLD	N	N	58	INN58	-122,51	143,96	77,49	443,96	Qile	seed	1997-98	0	0,00
57194	IN	OLD	N	N	59	INN59	-161,6	153,51	38,40	453,51	Qfag	seed	1997-98	0	0,00
57195	IN	OLD	N	N	60	INN60	-162,16	155,89	37,84	455,89	Qfag	seed	1997-98	0	0,00
57196	IN	OLD	N	N	61	INN61	10,18	228,76	210,18	528,76	Qfag	seed	1997-98	1	6,02
57197	IN	OLD	N	N	62	INN62	-13,55	260,07	186,45	560,07	Qfag	seed	1997-98	0	0,00
57198	IN	OLD	N	N	63	INN63	-15,18	261,69	184,82	561,69	Agra	seed	1997-98	4	24,10
57199	IN	OLD	N	N	64	INN64	-78,73	256,6	121,27	556,60	Qfag	seed	1997-98	0	0,00
57200	IN	OLD	N	N	65	INN65	-78,73	242,6	121,27	542,60	Qile	seed	1997-98	0	0,00
57201	IN	OLD	N	N	66	INN66	-85,08	232,74	114,92	532,74	Qile	seed	1997-98	0	0,00
57202	IN	OLD	N	N	67	INN67	-92,59	241,71	107,41	541,71	Qile	seed	1997-98	0	0,00
57203	IN	OLD	N	N	68	INN68	-88,15	247	111,85	547,00	Qile	seed	1997-98	0	0,00
57204	IN	OLD	N	N	69	INN69	-83,17	219,56	116,83	519,56	Qile	seed	1997-98	0	0,00
57205	IN	OLD	N	N	70	INN70	-95,94	217,46	104,06	517,46	Qfag	seed	1997-98	0	0,00
57206	IN	OLD	N	N	71	INN71	-99,52	223,29	100,48	523,29	Agra	seed	1997-98	0	0,00
57207	IN	OLD	N	N	72	INN72	-108,4	220,8	91,60	520,80	Qfag	seed	1997-98	0	0,00
57208	IN	OLD	N	N	73	INN73	-101,84	199,27	98,16	499,27	Qfag	seed	1997-98	0	0,00
57209	IN	OLD	N	N	74	INN74	-97,73	200,23	102,27	500,23	Qile	seed	1997-98	0	0,00
57210	IN	OLD	N	N	75	INN75	-100,41	196,19	99,59	496,19	Qfag	seed	1997-98	0	0,00
57211	IN	OLD	N	N	76	INN76	-138,97	160,4	61,03	460,40	Qfag	seed	1997-98	1	6,02
57212	IN	OLD	N	N	77	INN77	-153,58	165,09	46,42	465,09	Qfag	seed	1997-98	0	0,00
57213	IN	OLD	N	N	78	INN78	-152,09	155,4	47,91	455,40	Qfag	seed	1997-98	0	0,00
57214	IN	OLD	N	N	79	INN79	-150,2	148,83	49,80	448,83	Qfag	seed	1997-98	0	0,00
57215	IN	OLD	N	N	80	INN80	-147,92	143,93	52,08	443,93	Qfag	seed	1997-98	0	0,00
57216	IN	OLD	P	P	41	INP41	-29,57	130,22	170,43	430,22	Pnig	seed	1997-98	0	0,00
57217	IN	OLD	P	P	42	INP42	-36,14	126,18	163,86	426,18	Pnig	seed	1997-98	0	0,00
57218	IN	OLD	P	P	43	INP43	-42,45	117,17	157,55	417,17	Pnig	seed	1997-98	1	6,02
57219	IN	OLD	P	P	44	INP44	-46,87	118,23	153,13	418,23	Pnig	seed	1997-98	3	18,07
57220	IN	OLD	P	P	45	INP45	-49,94	134,32	150,06	434,32	Pnig	seed	1997-98	1	6,02
57221	IN	OLD	P	P	46	INP46	-67,74	133,76	132,26	433,76	Pnig	seed	1997-98	1	6,02
57222	IN	OLD	P	P	47	INP47	-69,87	158,07	130,13	458,07	Pnig	seed	1997-98	0	0,00
57223	IN	OLD	P	P	48	INP48	-83,06	152,95	116,94	452,95	Pnig	seed	1997-98	1	6,02
57224	IN	OLD	P	P	49	INP49	-100,3	149,92	99,70	449,92	Pnig	seed	1997-98	0	0,00
57225	IN	OLD	P	P	50	INP50	-92,72	172,28	107,28	472,28	Pnig	seed	1997-98	0	0,00
57226	IN	OLD	P	P	51	INP51	-105,54	120,17	94,46	420,17	Pnig	seed	1997-98	1	6,02
57227	IN	OLD	P	P	52	INP52	-122,03	102,41	77,97	402,41	Pnig	seed	1997-98	0	0,00
57228	IN	OLD	P	P	53	INP53	-135,47	107,3	64,53	407,30	Pnig	seed	1997-98	5	30,12
57229	IN	OLD	P	P	54	INP54	-136,43	103,67	63,57	403,67	Pnig	seed	1997-98	0	0,00
57230	IN	OLD	P	P	55	INP55	-139,81	97,65	60,19	397,65	Pnig	seed	1997-98	1	6,02
57231	IN	OLD	P	P	56	INP56	-142,69	139,73	57,31	439,73	Pnig	seed	1997-98	0	0,00
57232	IN	OLD	P	P	57	INP57	-124,2	150,39	75,80	450,39	Pnig	seed	1997-98	0	0,00
57233	IN	OLD	P	P	58	INP58	-128,08	168,44	71,92	468,44	Pnig	seed	1997-98	0	0,00
57234	IN	OLD	P	P	59	INP59	-142,22	160,97	57,78	460,97	Pnig	seed	1997-98	2	12,05
57235	IN	OLD	P	P	60	INP60	-140,51	182,71	59,49	482,71	Pnig	seed	1997-98	1	6,02
57236	IN	OLD	P	P	61	INP61	-30,89	179,41	169,11	479,41	Pnig	seed	1997-98	0	0,00
57237	IN	OLD	P	P	62	INP62	-32,73	172,55	167,27	472,55	Pnig	seed	1997-98	1	6,02
57238	IN	OLD	P	P	63	INP63	-42,05	180,38	157,95	480,38	Pnig	seed	1997-98	1	6,02
57239	IN	OLD	P	P	64	INP64	-55,94	202,01	144,06	502,01	Pnig	seed	1997-98	0	0,00
57240	IN	OLD	P	P	65	INP65	-53,06	186,13	146,94	486,13	Pnig	seed	1997-98	1	6,02
57241	IN	OLD	P	P	66	INP66	-74,68	196,28	125,32	496,28	Pnig	seed	1997-98	0	0,00
57242	IN	OLD	P	P	67	INP67	-73,72	199,63	126,28	499,63	Pnig	seed	1997-98	0	0,00
57243	IN	OLD	P	P	68	INP68	-62,85	204,36	137,15	504,36	Pnig	seed	1997-98	0	0,00
57244	IN	OLD	P	P	69	INP69	-76,2	213,71	123,80	513,71	Pnig	seed	1997-98	0	0,00
57245	IN	OLD	P	P	70	INP70	-82,87	211,93	117,13	511,93	Pnig	seed	1997-98	0	0,00
57246	IN	OLD	P	P	71	INP71	20,02	171,16	220,02	471,16	Pnig	seed	1997-98	2	12,05
57247	IN	OLD	P	P	72	INP72	19,39	178,35	219,39	478,35	Pnig	seed	1997-98	1	6,02
57248	IN	OLD	P	P	73	INP73	20,06	164,82	220,06	464,82	Pnig	seed	1997-98	8	48,19
57249	IN	OLD	P	P	74	INP74	14,43	164,96	214,43	464,96	Pnig	seed	1997-98	0	0,00
57250	IN	OLD	P	P	75	INP75	10,5	165,66	210,50	465,66	Pnig	seed	1997-98	2	12,05
57251	IN	OLD	P	P	76	INP76	6,14	159,43	206,14	459,43	Pnig	seed	1997-98	3	18,07
57252	IN	OLD	P	P	77	INP77	3,33	177,61	203,33	477,61	Pnig	seed	1997-98	1	6,02
57253	IN	OLD	P	P	78	INP78	-3,08	180,2	196,92	480,20	Pnig	seed	1997-98	1	6,02
57254	IN	OLD	P	P	79	INP79	-12,29	174,76	187,71	474,76	Pnig	seed	1997-98	2	12,05
57255	IN	OLD	P	P	80	INP80	-29	186,46	171,00	486,46	Pnig	seed	1997-98	3	18,07
57256	IN	OLD	R	R	1	INR1	55,89	162,22	255,89	462,22	00DA	seed	1997-98	1	6,02
57257	IN	OLD	R	R	2	INR2	55,37	165,17	255,37	465,17	00DA	seed	1997-98	1	6,02
57258	IN	OLD	R	R	3	INR3	55,34	166,18	255,34	466,18	00DA	seed	1997-98	0	0,00
57259	IN	OLD	R	R	4	INR4	52,12	165,34	252,12	465,34	00DA	seed	1997-98	0	0,00
57260	IN	OLD	R	R	5	INR5	59,54	162,86	259,54	462,86	00DA	seed	1997-98	2	12,05
57261	IN	OLD	R	R	6	INR6	56,62	143,3	256,62	443,30	00DA	seed	1997-98	2	12,05
57262	IN	OLD	R	R	7	INR7	50,89	141,63	250,89	441,63	00DA	seed	1997-98	2	12,05
57263	IN	OLD	R	R	8	INR8	47,96	140,9	247,96	440,90	00DA	seed	1997-98	0	0,00
57264	IN	OLD	R	R	9	INR9	56,26	139,98	256,26	439,98	00DA	seed	1997-98	0	0,00
57265	IN	OLD	R	R	10	INR10	56,24	136,93	256,24	436,93	00DA	seed	1997-98	0	0,00
57266	IN	OLD	R	R	11	INR11	-61,06	144,88	138,94	444,88	00DA	seed	1997-98	0	0,00
57267	IN	OLD	R	R	12	INR12	-62,86	147,64	137,14	447,64	00DA	seed	1997-98	0	0,00
57268	IN	OLD	R	R	13	INR13	-64,32	145,26	135,68	445,26	00DA	seed	1997-98	0	0,00
57269	IN	OLD	R	R	14	INR14	-65,91	141,86	134,09	441,86	00DA	seed	1997-98	1	6,02
57270	IN	OLD	R	R	15	INR15	-62,65	144,3	137,35	444,30	00DA	seed	1997-98	0	0,00
57271	IN	OLD	R	R	16	INR16	-44,89	5,2	155,11	305,20	00DA	seed	1997-98	0	0,00
57272	IN	OLD	R	R	17	INR17	-39,59	9,28	160,41	309,28	00DA	seed	1997-98	0	0,00
57273	IN	OLD	R	R	18	INR18	-37,28	9,9	162,72	309,90	00DA	seed	1997-98	0	0,00
57274	IN	OLD	R	R	19	INR19	-36,11	5,94	163,89	305,94	00DA	seed	1997-98	4	24,10
57275	IN	OLD	R	R	20	INR20	-42,37	3,83	157,63	303,83	00DA	seed	1997-98	0	0,00
57276	IN	OLD	R	R	21	INR21	-64,78	25,56	135,22	325,56	00DA	seed	1997-98	2	12,05
57277	IN	OLD	R	R	22	INR22	-68,73	27	131,27	327,00	00DA	seed	1997-98	0	0,00
57278	IN	OLD	R	R	23	INR23	-73,62	28,78	126,38	328,78	00DA	seed	1997-98	0	0,00
57279	IN	OLD	R	R	24	INR24	-81,7	25,94	118,30	325,94	00DA	seed	1997-98	0	0,00
57280	IN	OLD	R	R	25	INR25	-83,25	23,33	116,75	323,33	00DA	seed	1997-98	0	0,00
57281	IN	OLD	R	R	26	INR26	-65,59	65,31	134,41	365,31	00DA	seed	1997-98	0	0,00
57282	IN	OLD	R	R	27	INR27	-64,01	66,94	135,99	366,94	00DA	seed	1997-98	0	0,00
57283	IN	OLD	R	R	28	INR28	-68,78	71,31	131,22	371,31	00DA	seed	1997-98	0	0,00
57284	IN	OLD	R	R	29	INR29	-70,08	68,67	129,92	368,67	00DA	seed	1997-98	0	0,00
57285	IN	OLD	R	R	30	INR30	-72,63	66,64	127,37	366,64	00DA	seed	1997-98	1	6,02
57286	IN	OLD	R	R	31	INR31	-153,43	80,83	46,57	380,83	00DA	seed	1997-98	0	0,00
57287	IN	OLD	R	R	32	INR32	-148,36	76,93	51,64	376,93	00DA	seed	1997-98	0	0,00
57288	IN	OLD	R	R	33	INR33	-149,71	72,85	50,29	372,85	00DA	seed	1997-98	0	0,00
57289	IN	OLD	R	R	34	INR34	-146,68	69,14	53,32	369,14	00DA	seed	1997-98	0	0,00
57290	IN	OLD	R	R	35	INR35	-145,19	63,16	54,81	363,16	00DA	seed	1997-98	0	0,00
57291	IN	OLD	R	R	36	INR36	-138,98	60,19	61,02	360,19	00DA	seed	1997-98	0	0,00
57292	IN	OLD	R	R	37	INR37	-134,54	58,31	65,46	358,31	00DA	seed	1997-98	0	0,00
57293	IN	OLD	R	R	38	INR38	-134,91	54,37	65,09	354,37	00DA	seed	1997-98	0	0,00
57294	IN	OLD	R	R	39	INR39	-134,13	47,4	65,87	347,40	00DA	seed	1997-98	0	0,00
57295	IN	OLD	R	R	40	INR40	-131,43	42,73	68,57	342,73	00DA	seed	1997-98	0	0,00
57296	IN	OLD	R	R	41	INR41	1,33	171,62	201,33	471,62	00DA	seed	1997-98	0	0,00
57297	IN	OLD	R	R	42	INR42	-1,8	172,25	198,20	472,25	00DA	seed	1997-98	1	6,02
57298	IN	OLD	R	R	43	INR43	-5,77	174,05	194,23	474,05	00DA	seed	1997-98	0	0,00
57299	IN	OLD	R	R	44	INR44	-8,53	170,76	191,47	470,76	00DA	seed	1997-98	2	12,05
57300	IN	OLD	R	R	45	INR45	-11,79	167,5	188,21	467,50	00DA	seed	1997-98	2	12,05
57301	IN	OLD	S	S	1	INS1	61,6	163,22	261,60	463,22	00DA	seed	1997-98	0	0,00
57302	IN	OLD	S	S	2	INS2	61,47	179,82	261,47	479,82	00DA	seed	1997-98	0	0,00
57303	IN	OLD	S	S	3	INS3	73,62	165,34	273,62	465,34	00DA	seed	1997-98	0	0,00
57304	IN	OLD	S	S	4	INS4	69,17	190,55	269,17	490,55	00DA	seed	1997-98	0	0,00
57305	IN	OLD	S	S	5	INS5	59,84	203,21	259,84	503,21	00DA	seed	1997-98	0	0,00
57306	IN	OLD	S	S	6	INS6	4,5	235,16	204,50	535,16	00DA	seed	1997-98	0	0,00
57307	IN	OLD	S	S	7	INS7	13,53	232,98	213,53	532,98	00DA	seed	1997-98	0	0,00
57308	IN	OLD	S	S	8	INS8	20,04	230,96	220,04	530,96	00DA	seed	1997-98	0	0,00
57309	IN	OLD	S	S	9	INS9	32,29	218,45	232,29	518,45	00DA	seed	1997-98	0	0,00
57310	IN	OLD	S	S	10	INS10	38,27	215,66	238,27	515,66	00DA	seed	1997-98	0	0,00
57311	IN	OLD	S	S	11	INS11	64,45	153,17	264,45	453,17	00DA	seed	1997-98	0	0,00
57312	IN	OLD	S	S	12	INS12	49,4	119,42	249,40	419,42	00DA	seed	1997-98	0	0,00
57313	IN	OLD	S	S	13	INS13	41,48	101,58	241,48	401,58	00DA	seed	1997-98	0	0,00
57314	IN	OLD	S	S	14	INS14	18,37	60,51	218,37	360,51	00DA	seed	1997-98	0	0,00
57315	IN	OLD	S	S	15	INS15	-11,69	17,79	188,31	317,79	00DA	seed	1997-98	2	12,05
57316	IN	OLD	S	S	16	INS16	-22,45	181,87	177,55	481,87	00DA	seed	1997-98	0	0,00
57317	IN	OLD	S	S	17	INS17	-20,34	187,99	179,66	487,99	00DA	seed	1997-98	0	0,00
57318	IN	OLD	S	S	18	INS18	-34,1	195,3	165,90	495,30	00DA	seed	1997-98	0	0,00
57319	IN	OLD	S	S	19	INS19	-37,93	189,71	162,07	489,71	00DA	seed	1997-98	0	0,00
57320	IN	OLD	S	S	20	INS20	-33,6	183,89	166,40	483,89	00DA	seed	1997-98	0	0,00
57321	IN	OLD	S	S	21	INS21	-126,72	113,39	73,28	413,39	00DA	seed	1997-98	0	0,00
57322	IN	OLD	S	S	22	INS22	-121,52	122,4	78,48	422,40	00DA	seed	1997-98	0	0,00
57323	IN	OLD	S	S	23	INS23	-119,72	125,51	80,28	425,51	00DA	seed	1997-98	0	0,00
57324	IN	OLD	S	S	24	INS24	-105,19	131,66	94,81	431,66	00DA	seed	1997-98	0	0,00
57325	IN	OLD	S	S	25	INS25	-47,9	186,46	152,10	486,46	00DA	seed	1997-98	0	0,00
57326	IN	OLD	S	S	26	INS26	-59,07	175,52	140,93	475,52	00DA	seed	1997-98	0	0,00
57327	IN	OLD	S	S	27	INS27	-62,49	159,37	137,51	459,37	00DA	seed	1997-98	0	0,00
57328	IN	OLD	S	S	28	INS28	-63,07	146,29	136,93	446,29	00DA	seed	1997-98	0	0,00
57329	IN	OLD	S	S	29	INS29	-99,03	135,37	100,97	435,37	00DA	seed	1997-98	0	0,00
57330	IN	OLD	S	S	30	INS30	-82,28	137,3	117,72	437,30	00DA	seed	1997-98	0	0,00
57331	IN	OLD	S	S	31	INS31	-73,7	173,94	126,30	473,94	00DA	seed	1997-98	0	0,00
57332	IN	OLD	S	S	32	INS32	-81,71	175,23	118,29	475,23	00DA	seed	1997-98	0	0,00
57333	IN	OLD	S	S	33	INS33	-100,78	181,99	99,22	481,99	00DA	seed	1997-98	0	0,00
57334	IN	OLD	S	S	34	INS34	-106,45	190,95	93,55	490,95	00DA	seed	1997-98	4	24,10
57335	IN	OLD	S	S	35	INS35	-118,26	201,78	81,74	501,78	00DA	seed	1997-98	0	0,00
57336	IN	OLD	S	S	36	INS36	-122,72	187,87	77,28	487,87	00DA	seed	1997-98	0	0,00
57337	IN	OLD	S	S	37	INS37	-121,86	176,31	78,14	476,31	00DA	seed	1997-98	0	0,00
57338	IN	OLD	S	S	38	INS38	-120,65	157,17	79,35	457,17	00DA	seed	1997-98	0	0,00
57339	IN	OLD	S	S	39	INS39	-109,58	159,43	90,42	459,43	00DA	seed	1997-98	0	0,00
57340	IN	OLD	S	S	40	INS40	-102,19	165,95	97,81	465,95	00DA	seed	1997-98	0	0,00
57341	IN	OLD	A	Hhel		Hhel	-59,72	10,24	140,28	310,24	Hhel	seed	1997-98	2	24,10
57342	IN	OLD	B	Rmyr		Rmyr	-63,09	14,04	136,91	314,04	Rmyr	seed	1997-98	0	0,00
57343	IN	OLD	B	Aita		Aita	-72,75	113,11	127,25	413,11	Aita	seed	1997-98	0	0,00
57344	IN	OLD	B	Rsic		Rsic	-83,44	92,37	116,56	392,37	Rsic	seed	1997-98	0	0,00
57345	IN	OLD	A	Cgra		Cgra	-80,17	94,25	119,83	394,25	Cgra	seed	1997-98	0	0,00
57347	IN	OLD	A	Aova		Aova	-81,87	43,62	118,13	343,62	Aova	seed	1997-98	0	0,00
57348	IN	OLD	A	Rulm		Rulm	-61,74	2,21	138,26	302,21	Rulm	seed	1997-98	0	0,00
57349	IN	OLD	B	Pbro		Pbro	-21,22	178,68	178,78	478,68	Pbro	seed	1997-98	0	0,00
57350	IN	OLD	B	Podo		Podo	-92,81	86,99	107,19	386,99	Podo	seed	1997-98	0	0,00
57351	IN	OLD	A	Joxy		Joxy	-74,61	95,59	125,39	395,59	Joxy	seed	1997-98	0	0,00
57352	OUT	DRCHA	B	Dlau		Dlau	-78,39	-219,96	121,61	80,04	Dlau	seed	1997-98	0	0,00
57353	OUT	DRCHA	A	Sari		Sari	-78,47	-219,89	121,53	80,11	Sari	seed	1997-98	0	0,00
57354	IN	OLD	A	Lspl		Lspl	-75,73	253,81	124,27	553,81	Lspl	seed	1997-98	0	0,00
57475	OUT	DRCHA	A	A	1	DRCHAA1	-142,39	-174,11	57,61	125,89	Larb	seedling	1998	0	0,00
57476	OUT	DRCHA	A	A	2	DRCHAA2	-87,78	-139,08	112,22	160,92	Rspp	seedling	1998	0	0,00
57477	OUT	DRCHA	A	A	3	DRCHAA3	-110,72	-192,83	89,28	107,17	Pmah	seedling	1998	14	84,34
57478	OUT	DRCHA	A	A	4	DRCHAA4	-129,44	-146,44	70,56	153,56	Larb	seedling	1998	0	0,00
57479	OUT	DRCHA	A	A	5	DRCHAA5	-123,65	-141,93	76,35	158,07	Larb	seedling	1998	0	0,00
57480	OUT	DRCHA	A	A	6	DRCHAA6	-127,37	-146,81	72,63	153,19	Cmon	seedling	1998	0	0,00
57481	OUT	DRCHA	A	A	7	DRCHAA7	-113,46	-134,42	86,54	165,58	Pmah	seedling	1998	0	0,00
57482	OUT	DRCHA	A	A	8	DRCHAA8	-103,28	-137,09	96,72	162,91	Pmah	seedling	1998	9	54,22
57483	OUT	DRCHA	A	A	9	DRCHAA9	-109,77	-127,19	90,23	172,81	Rspp	seedling	1998	0	0,00
57484	OUT	DRCHA	A	A	10	DRCHAA10	-130,96	-140,55	69,04	159,45	Cmon	seedling	1998	0	0,00
57485	OUT	DRCHA	B	B	1	DRCHAB1	-129,19	-174,93	70,81	125,07	Bvul	seedling	1998	0	0,00
57486	OUT	DRCHA	B	B	2	DRCHAB2	-113,79	-184,51	86,21	115,49	Jcom	seedling	1998	0	0,00
57487	OUT	DRCHA	B	B	3	DRCHAB3	-116,93	-169,65	83,07	130,35	Jcom	seedling	1998	0	0,00
57488	OUT	DRCHA	B	B	4	DRCHAB4	-98,33	-169,65	101,67	130,35	Jcom	seedling	1998	0	0,00
57489	OUT	DRCHA	B	B	5	DRCHAB5	-105,33	-141,95	94,67	158,05	Bvul	seedling	1998	0	0,00
57490	OUT	DRCHA	B	B	6	DRCHAB6	-138,93	-135,95	61,07	164,05	Jcom	seedling	1998	0	0,00
57491	OUT	DRCHA	B	B	7	DRCHAB7	-159,23	-128,56	40,77	171,44	Bvul	seedling	1998	0	0,00
57492	OUT	DRCHA	B	B	8	DRCHAB8	-71,94	-89,94	128,06	210,06	Rsax	seedling	1998	0	0,00
57493	OUT	DRCHA	B	B	9	DRCHAB9	-137,82	-163,28	62,18	136,72	Rsax	seedling	1998	0	0,00
57494	OUT	DRCHA	N	N	1	DRCHAN1	-77,82	-208,17	122,18	91,83	Agra	seedling	1998	0	0,00
57495	OUT	DRCHA	N	N	2	DRCHAN2	-68,86	-109,48	131,14	190,52	Agra	seedling	1998	0	0,00
57496	OUT	DRCHA	N	N	3	DRCHAN3	-92,26	-85,91	107,74	214,09	Agra	seedling	1998	0	0,00
